transaction_id,transaction_time,transaction_amount,merchant,customer_age,customer_region,is_fraud
1008,19-01-2026 07:17,1242.11,Electronics,55,South,0
1009,24-01-2026 19:33,4028.35,Fuel,26,West,0
1010,15-01-2026 20:43,925.9,Travel,29,North,0
1011,19-01-2026 18:25,1249.36,Clothing,40,North,0
1012,24-01-2026 17:47,3323.91,Fuel,65,West,0
1013,30-01-2026 11:35,298.96,Food,37,North,0
1014,06-02-2026 18:47,456.78,Grocery,19,South,1
1015,26-12-2025 08:30,77.68,Fuel,59,South,0
1016,07-02-2026 01:28,1805.19,Travel,58,North,0
1017,23-12-2025 03:26,545.8,Grocery,79,East,0
1018,29-01-2026 10:21,2293.28,Fuel,79,West,0
1019,24-12-2025 18:49,1360.27,Grocery,49,North,0
1020,20-12-2025 00:52,1404.81,Travel,37,East,0
1021,29-12-2025 09:31,551.6,Clothing,64,South,0
1022,21-01-2026 05:10,3339.95,Clothing,59,North,0
1023,19-12-2025 02:26,3744.59,Food,61,East,0
1024,14-01-2026 07:15,1611.26,Fuel,55,East,0
1025,10-01-2026 18:08,2597.67,Grocery,28,South,0
1026,01-01-2026 02:01,2307.45,Grocery,41,West,0
1027,11-01-2026 02:28,2926.68,Food,55,East,0
1028,09-01-2026 15:29,4005.66,Travel,40,West,0
1029,28-01-2026 20:03,1032.3,Travel,58,East,0
1030,05-01-2026 13:07,735.23,Grocery,24,South,0
1031,03-01-2026 20:59,358.04,Travel,38,East,1
1032,08-01-2026 02:55,1407.95,Fuel,63,West,0
1033,12-02-2026 00:42,2473.67,Electronics,25,South,0
1034,27-01-2026 14:43,4953.97,Food,75,East,0
1035,26-01-2026 23:36,3744.47,Food,19,South,0
1036,19-01-2026 03:47,4573.0,Food,45,North,0
1037,20-12-2025 16:54,797.42,Grocery,32,West,0
1038,03-01-2026 05:07,3300.48,Food,19,South,0
1039,03-01-2026 21:59,1350.96,Grocery,66,South,0
1040,10-01-2026 13:46,1742.46,Electronics,26,East,0
1041,22-12-2025 08:26,4729.87,Fuel,42,East,0
1042,22-01-2026 15:54,2327.15,Travel,41,North,0
1043,28-12-2025 22:58,2842.51,Travel,37,East,0
1044,28-12-2025 10:56,541.23,Grocery,36,East,0
1045,23-12-2025 02:28,3022.56,Travel,74,East,0
1046,12-01-2026 16:39,3693.74,Grocery,77,North,0
1047,02-02-2026 14:17,1584.41,Clothing,49,South,0
1048,25-01-2026 04:06,4437.12,Fuel,20,East,0
1049,02-02-2026 11:06,2305.8,Travel,21,South,1
1050,11-01-2026 08:50,582.73,Travel,62,North,0
1051,15-01-2026 06:45,878.02,Clothing,45,West,1
1052,20-12-2025 05:42,3338.61,Electronics,43,South,0
1053,27-12-2025 00:47,3884.58,Food,52,South,0
1054,31-01-2026 21:15,3568.49,Clothing,42,West,0
1055,22-01-2026 00:38,2311.95,Electronics,69,West,0
1056,21-01-2026 19:58,3005.95,Fuel,39,North,0
1057,30-12-2025 02:56,2286.7,Food,74,West,0
1058,01-01-2026 11:48,4576.69,Grocery,71,South,0
1059,07-02-2026 23:35,67.47,Electronics,44,East,0
1060,10-02-2026 18:33,2119.78,Electronics,55,South,0
1061,12-01-2026 03:04,509.21,Fuel,63,South,0
1062,23-12-2025 06:59,4559.41,Electronics,66,West,1
1063,02-02-2026 02:14,2375.94,Food,59,South,0
1064,25-01-2026 22:06,1913.08,Electronics,55,North,0
1065,30-01-2026 15:40,2453.87,Travel,29,North,0
1066,15-12-2025 23:01,422.13,Grocery,73,West,0
1067,27-01-2026 17:40,2873.59,Fuel,49,West,0
1068,13-02-2026 01:14,1666.99,Grocery,26,East,0
1069,16-01-2026 15:19,2342.78,Fuel,58,West,0
1070,17-01-2026 17:34,2931.0,Clothing,73,South,0
1071,04-02-2026 07:38,3522.51,Food,39,South,0
1072,28-01-2026 22:00,3727.91,Fuel,38,North,0
1073,04-02-2026 14:50,2544.83,Grocery,30,North,0
1074,12-02-2026 17:22,1842.78,Grocery,48,West,0
1075,24-12-2025 18:18,4344.51,Food,70,North,0
1076,22-01-2026 23:14,4900.59,Fuel,20,West,1
1077,03-01-2026 13:07,2924.67,Travel,69,South,0
1078,22-12-2025 06:53,1631.82,Grocery,34,West,0
1079,25-12-2025 11:43,4494.36,Grocery,32,East,0
1080,16-12-2025 05:43,2352.7,Travel,31,West,0
1081,09-01-2026 11:18,1095.35,Fuel,39,East,0
1082,31-01-2026 06:29,4715.96,Clothing,61,West,0
1083,11-02-2026 06:38,1731.73,Clothing,61,South,0
1084,14-01-2026 02:40,555.32,Food,52,East,0
1085,07-01-2026 17:44,1798.57,Clothing,28,West,0
1086,16-01-2026 02:33,3546.99,Electronics,34,North,0
1087,04-02-2026 04:17,2696.0,Fuel,28,West,0
1088,24-01-2026 23:43,407.17,Travel,27,West,0
1089,02-01-2026 04:33,1355.69,Food,73,South,0
1090,09-02-2026 17:24,874.86,Electronics,71,West,0
1091,16-01-2026 14:34,519.0,Clothing,36,North,0
1092,03-01-2026 17:40,2583.74,Clothing,35,North,1
1093,18-12-2025 05:06,4374.86,Fuel,64,South,1
1094,28-01-2026 15:30,1140.9,Electronics,25,South,0
1095,20-01-2026 07:06,1215.91,Fuel,21,North,0
1096,14-01-2026 14:00,4709.49,Electronics,68,North,0
1097,11-01-2026 12:19,4667.19,Grocery,44,West,0
1098,08-01-2026 00:22,4638.95,Travel,24,West,0
1099,20-01-2026 16:46,398.21,Clothing,38,South,0
1100,28-01-2026 07:28,2572.24,Food,34,North,0
1101,27-12-2025 23:09,4848.84,Clothing,72,North,0
1102,20-12-2025 09:32,1489.11,Clothing,45,South,0
1103,31-12-2025 01:23,1571.08,Grocery,56,East,0
1104,01-02-2026 03:48,3903.3,Fuel,62,South,0
1105,17-12-2025 20:15,3033.67,Travel,62,South,0
1106,26-01-2026 01:14,1105.99,Electronics,22,West,0
1107,05-02-2026 14:44,443.95,Food,23,North,0
1108,18-01-2026 09:42,3936.66,Grocery,70,North,0
1109,18-12-2025 18:28,931.96,Fuel,22,South,0
1110,14-12-2025 20:08,863.18,Food,24,East,0
1111,26-12-2025 09:55,657.5,Clothing,32,South,0
1112,26-01-2026 22:02,4722.33,Fuel,54,West,0
1113,15-01-2026 04:40,4512.77,Grocery,48,West,0
1114,13-01-2026 19:50,3926.92,Electronics,78,East,0
1115,26-01-2026 02:15,2920.57,Grocery,25,East,1
1116,04-02-2026 04:53,1249.27,Food,33,West,0
1117,03-01-2026 19:43,3143.85,Electronics,62,South,0
1118,10-02-2026 01:06,4481.36,Grocery,54,South,0
1119,18-01-2026 10:26,2593.54,Food,73,North,0
1120,25-01-2026 19:29,1096.27,Electronics,49,North,0
1121,17-12-2025 19:16,812.49,Grocery,69,West,0
1122,01-02-2026 06:30,1083.64,Electronics,41,South,0
1123,10-01-2026 23:37,1234.25,Clothing,77,North,1
1124,10-02-2026 12:54,2101.43,Fuel,67,South,0
1125,20-12-2025 19:21,204.45,Grocery,77,North,0
1126,05-01-2026 19:57,2945.3,Fuel,28,East,0
1127,12-02-2026 03:04,199.52,Electronics,29,North,0
1128,24-01-2026 05:05,1952.19,Fuel,77,North,0
1129,04-02-2026 03:26,1429.35,Electronics,35,South,0
1130,06-02-2026 01:47,1999.69,Clothing,78,South,0
1131,19-12-2025 19:14,3706.56,Travel,59,East,0
1132,31-01-2026 15:33,306.92,Fuel,29,South,0
1133,16-12-2025 05:53,789.32,Fuel,30,West,1
1134,29-12-2025 00:31,1654.29,Grocery,79,East,0
1135,05-01-2026 06:01,4502.85,Grocery,39,North,0
1136,08-02-2026 13:47,2775.23,Clothing,29,West,0
1137,21-01-2026 12:38,276.84,Travel,76,North,0
1138,07-01-2026 12:54,3574.48,Grocery,77,East,0
1139,31-01-2026 06:48,2680.41,Electronics,70,East,0
1140,23-01-2026 12:18,1702.38,Grocery,59,West,0
1141,17-12-2025 12:50,4049.03,Electronics,47,South,0
1142,23-12-2025 14:54,4109.8,Food,61,North,0
1143,13-02-2026 00:52,3260.24,Electronics,26,West,0
1144,19-12-2025 18:30,2179.73,Travel,52,East,0
1145,19-12-2025 05:51,2550.42,Fuel,79,South,0
1146,17-01-2026 03:27,2655.36,Electronics,77,West,0
1147,04-01-2026 03:02,3907.6,Clothing,32,East,0
1148,10-02-2026 23:16,4068.24,Travel,30,North,0
1149,19-12-2025 23:49,3216.79,Electronics,67,North,0
1150,13-01-2026 15:09,3017.0,Electronics,77,East,0
1151,10-02-2026 06:56,153.69,Electronics,78,West,1
1152,25-01-2026 22:13,3631.64,Grocery,56,South,0
1153,20-01-2026 13:20,3204.51,Fuel,23,West,0
1154,23-01-2026 06:04,2969.4,Grocery,56,South,0
1155,25-01-2026 07:40,1533.42,Electronics,36,South,0
1156,22-12-2025 13:59,4677.36,Fuel,69,East,0
1157,18-12-2025 08:02,3312.59,Grocery,65,South,0
1158,21-12-2025 07:49,2653.93,Food,49,North,0
1159,25-12-2025 03:31,4364.12,Clothing,79,East,0
1160,09-02-2026 22:38,3771.34,Electronics,46,East,0
1161,22-12-2025 18:59,91.15,Travel,47,South,0
1162,08-01-2026 04:02,2051.73,Grocery,31,West,0
1163,07-02-2026 13:55,4424.23,Travel,36,West,0
1164,10-02-2026 02:49,3094.64,Food,79,East,0
1165,02-02-2026 18:20,4824.89,Fuel,50,West,0
1166,02-01-2026 01:50,327.63,Food,78,North,0
1167,29-12-2025 21:31,3986.87,Electronics,42,West,0
1168,31-12-2025 17:38,1994.52,Clothing,35,South,0
1169,10-01-2026 18:04,3612.97,Fuel,18,East,0
1170,15-01-2026 20:58,2319.0,Clothing,74,East,0
1171,31-01-2026 15:35,2465.4,Fuel,71,East,0
1172,24-12-2025 03:31,4337.92,Electronics,54,East,0
1173,09-02-2026 01:59,1821.67,Fuel,31,East,0
1174,27-12-2025 06:31,1634.8,Electronics,25,South,0
1175,16-12-2025 12:02,4698.2,Food,62,East,1
1176,02-01-2026 16:17,2187.28,Food,18,East,0
1177,22-12-2025 22:37,1800.41,Grocery,28,West,0
1178,12-02-2026 09:46,1886.68,Fuel,73,North,0
1179,28-01-2026 23:45,3536.38,Fuel,35,East,0
1180,19-12-2025 09:35,518.66,Travel,24,East,0
1181,14-12-2025 10:33,1971.81,Grocery,59,East,0
1182,26-12-2025 08:41,1097.44,Electronics,67,West,0
1183,16-12-2025 22:25,3420.17,Food,61,North,0
1184,22-12-2025 01:35,4533.27,Clothing,56,South,0
1185,12-02-2026 02:53,1242.22,Clothing,45,South,0
1186,12-02-2026 07:10,4978.52,Electronics,77,North,0
1187,01-02-2026 01:30,4727.84,Clothing,51,East,0
1188,23-01-2026 15:14,1129.04,Grocery,56,North,0
1189,16-01-2026 10:46,4672.75,Fuel,60,North,0
1190,29-01-2026 12:28,4518.83,Electronics,72,South,0
1191,07-01-2026 20:41,2713.87,Fuel,65,North,0
1192,09-01-2026 08:44,1053.96,Clothing,38,East,0
1193,27-01-2026 17:57,2774.73,Grocery,48,West,0
1194,25-01-2026 11:07,4159.9,Fuel,64,South,0
1195,02-01-2026 14:39,1935.73,Fuel,51,East,0
1196,27-01-2026 21:38,4017.55,Fuel,39,South,0
1197,10-02-2026 11:46,1411.56,Grocery,64,East,0
1198,20-12-2025 06:10,700.8,Food,33,West,0
1199,17-01-2026 06:27,859.39,Electronics,40,West,0
1200,02-02-2026 14:04,4709.72,Fuel,78,North,0
1201,01-01-2026 04:21,3105.72,Travel,19,East,0
1202,09-01-2026 10:47,4609.68,Travel,79,North,0
1203,12-01-2026 05:57,4195.94,Fuel,76,East,1
1204,05-02-2026 15:53,1302.09,Electronics,34,North,0
1205,21-12-2025 11:05,3566.28,Grocery,32,North,0
1206,26-12-2025 12:50,2132.94,Grocery,63,North,0
1207,28-01-2026 21:14,2006.69,Travel,56,North,1
1208,15-12-2025 22:20,3109.27,Fuel,79,West,0
1209,28-01-2026 03:20,1391.41,Fuel,36,South,0
1210,06-01-2026 10:12,3574.34,Travel,49,East,0
1211,01-01-2026 13:23,2461.2,Clothing,58,South,0
1212,24-12-2025 13:21,390.98,Travel,66,West,0
1213,21-01-2026 06:05,1991.52,Food,19,South,0
1214,29-12-2025 22:16,2482.71,Electronics,46,North,0
1215,07-02-2026 00:09,4325.25,Grocery,43,West,0
1216,27-12-2025 22:19,4723.1,Electronics,21,North,0
1217,04-01-2026 16:36,4903.86,Fuel,70,North,0
1218,03-01-2026 16:19,219.12,Food,20,East,0
1219,07-02-2026 06:00,492.15,Fuel,38,West,0
1220,03-02-2026 20:13,4331.2,Grocery,79,South,0
1221,05-01-2026 21:35,2838.23,Travel,30,North,0
1222,08-01-2026 02:49,4188.18,Food,41,East,0
1223,30-01-2026 17:05,75.77,Fuel,51,East,0
1224,11-01-2026 05:30,4278.29,Food,78,West,0
1225,02-02-2026 16:52,3082.8,Clothing,30,East,0
1226,29-01-2026 12:37,215.27,Fuel,24,North,0
1227,20-12-2025 00:01,1936.33,Clothing,57,West,0
1228,24-12-2025 03:40,114.78,Clothing,60,North,0
1229,28-12-2025 19:35,4142.26,Fuel,22,East,0
1230,11-01-2026 11:11,177.52,Electronics,21,West,0
1231,28-12-2025 22:05,1967.69,Clothing,56,West,0
1232,23-12-2025 13:02,1179.72,Grocery,48,West,0
1233,29-12-2025 11:15,2791.66,Electronics,29,South,1
1234,23-01-2026 23:13,3753.19,Electronics,68,West,1
1235,04-01-2026 10:26,628.72,Electronics,43,East,0
1236,09-01-2026 03:01,3813.73,Travel,43,North,0
1237,29-12-2025 02:32,1826.35,Electronics,76,West,0
1238,19-12-2025 14:35,50.8,Fuel,18,East,0
1239,04-02-2026 05:41,1485.08,Clothing,72,East,0
1240,17-12-2025 15:50,177.77,Fuel,79,South,0
1241,23-01-2026 17:40,3745.32,Electronics,39,West,1
1242,03-01-2026 04:01,2065.62,Clothing,55,South,1
1243,30-12-2025 04:29,4125.06,Travel,61,South,0
1244,29-01-2026 14:21,2162.4,Travel,62,South,0
1245,25-12-2025 08:23,532.11,Food,42,North,0
1246,25-01-2026 11:54,952.6,Travel,48,North,0
1247,02-01-2026 12:33,57.09,Food,36,South,1
1248,13-01-2026 21:03,2062.37,Clothing,24,East,0
1249,27-01-2026 01:26,1853.53,Travel,50,South,0
1250,10-01-2026 03:28,36.79,Electronics,39,West,0
1251,02-01-2026 20:15,1932.5,Travel,78,South,0
1252,11-01-2026 09:16,3028.35,Grocery,38,East,0
1253,23-12-2025 13:27,764.51,Electronics,72,East,0
1254,07-01-2026 06:06,1466.37,Clothing,51,East,0
1255,30-01-2026 14:49,470.43,Food,50,West,0
1256,05-01-2026 06:10,1186.01,Grocery,30,South,0
1257,22-12-2025 06:20,2523.48,Travel,70,North,0
1258,28-01-2026 14:42,3407.91,Clothing,65,East,0
1259,06-01-2026 02:11,2903.85,Fuel,69,West,0
1260,18-12-2025 16:15,4381.86,Travel,22,West,0
1261,03-02-2026 16:10,4042.5,Clothing,79,South,0
1262,31-01-2026 16:46,3625.69,Fuel,57,South,0
1263,06-01-2026 05:01,4477.22,Fuel,74,West,0
1264,03-02-2026 19:20,2707.15,Fuel,52,East,0
1265,24-12-2025 13:22,161.91,Electronics,22,North,1
1266,03-01-2026 19:37,980.0,Travel,21,South,0
1267,25-01-2026 22:42,3627.06,Electronics,36,South,0
1268,11-01-2026 14:45,3765.61,Fuel,77,East,0
1269,23-01-2026 23:54,917.3,Food,47,South,0
1270,26-12-2025 19:51,949.88,Fuel,77,East,0
1271,05-01-2026 14:44,3679.53,Food,33,West,0
1272,08-01-2026 18:59,4729.38,Fuel,23,North,0
1273,14-12-2025 20:27,3109.5,Grocery,65,South,0
1274,28-12-2025 15:47,1419.78,Food,32,South,0
1275,07-02-2026 22:08,2175.44,Electronics,70,East,0
1276,02-02-2026 14:06,2607.28,Clothing,30,South,0
1277,23-12-2025 05:46,2457.81,Grocery,38,West,0
1278,16-01-2026 16:41,2117.64,Grocery,42,South,0
1279,27-01-2026 20:12,3159.91,Fuel,71,West,0
1280,23-12-2025 02:37,1023.85,Electronics,40,East,0
1281,02-01-2026 04:03,4729.16,Clothing,37,East,0
1282,05-01-2026 02:57,4981.13,Grocery,65,South,0
1283,28-01-2026 08:58,3212.79,Fuel,25,South,0
1284,05-01-2026 05:01,2625.98,Fuel,40,West,0
1285,11-01-2026 00:29,2346.12,Clothing,68,South,0
1286,28-12-2025 09:22,228.88,Electronics,50,North,0
1287,27-01-2026 06:11,1254.71,Electronics,23,North,1
1288,02-02-2026 20:17,3124.91,Food,20,North,0
1289,03-01-2026 11:52,2468.17,Travel,30,East,0
1290,21-01-2026 14:30,1396.04,Fuel,49,North,0
1291,16-01-2026 06:04,4237.98,Travel,34,South,0
1292,21-01-2026 05:20,3680.56,Travel,27,South,1
1293,07-01-2026 16:17,2427.06,Food,44,North,0
1294,02-02-2026 13:26,1512.36,Travel,72,West,1
1295,15-12-2025 00:48,2213.11,Electronics,68,North,0
1296,03-01-2026 23:15,4530.32,Food,39,West,0
1297,03-02-2026 17:15,1064.82,Clothing,34,South,0
1298,14-01-2026 18:27,1194.58,Food,79,East,1
1299,27-12-2025 08:35,4841.89,Food,72,North,0
1300,05-02-2026 22:52,2921.47,Clothing,45,North,1
1301,27-12-2025 02:31,1772.08,Fuel,51,West,0
1302,02-02-2026 08:45,4191.95,Food,62,North,0
1303,04-02-2026 17:10,3118.33,Electronics,55,South,0
1304,10-02-2026 17:38,3072.17,Food,27,South,0
1305,21-01-2026 14:27,4353.68,Food,43,South,0
1306,07-01-2026 12:21,4891.13,Grocery,70,North,0
1307,08-02-2026 22:21,4915.64,Clothing,38,South,0
1308,15-01-2026 10:59,1778.03,Fuel,61,East,0
1309,07-01-2026 10:16,2575.94,Fuel,41,North,1
1310,22-12-2025 07:51,2308.07,Grocery,18,North,0
1311,03-02-2026 01:18,2175.44,Clothing,76,South,1
1312,01-02-2026 01:36,871.31,Food,79,West,0
1313,31-01-2026 07:10,4217.25,Electronics,18,South,0
1314,21-12-2025 01:58,310.34,Grocery,18,West,0
1315,15-01-2026 08:45,1513.68,Grocery,21,West,0
1316,23-01-2026 10:44,2903.3,Travel,18,East,0
1317,18-12-2025 10:32,3584.09,Travel,46,South,0
1318,05-02-2026 18:12,1308.63,Grocery,41,East,0
1319,08-02-2026 03:24,3198.54,Grocery,61,West,0
1320,07-01-2026 22:08,3603.96,Clothing,56,South,0
1321,27-12-2025 19:57,1623.15,Travel,38,North,0
1322,02-02-2026 23:19,1531.35,Travel,53,North,1
1323,02-01-2026 00:15,3087.47,Grocery,50,North,0
1324,01-02-2026 08:35,3362.05,Travel,49,West,0
1325,25-01-2026 14:53,931.65,Travel,67,South,0
1326,01-02-2026 08:39,4517.93,Food,59,South,0
1327,25-12-2025 00:22,4152.35,Grocery,68,South,0
1328,12-01-2026 04:18,59.14,Clothing,23,North,0
1329,30-12-2025 21:18,2208.36,Travel,18,South,0
1330,26-01-2026 02:59,366.61,Grocery,46,North,0
1331,11-01-2026 10:18,114.11,Travel,77,North,0
1332,04-02-2026 04:42,4135.42,Food,79,West,0
1333,26-12-2025 03:11,2888.47,Food,42,North,0
1334,12-02-2026 12:42,493.04,Electronics,68,North,0
1335,01-01-2026 03:19,291.59,Grocery,42,West,0
1336,26-01-2026 00:10,4606.01,Travel,40,East,0
1337,20-01-2026 18:47,2911.79,Fuel,77,South,0
1338,25-12-2025 01:18,2542.83,Food,36,West,0
1339,08-01-2026 20:30,4542.87,Food,78,North,0
1340,10-02-2026 13:55,1218.64,Electronics,51,North,0
1341,23-12-2025 19:11,862.4,Fuel,24,North,0
1342,27-01-2026 03:01,1852.17,Clothing,72,West,0
1343,29-01-2026 07:44,3036.31,Grocery,35,North,1
1344,16-12-2025 19:18,4466.84,Food,25,North,0
1345,31-12-2025 02:28,2209.8,Electronics,51,West,0
1346,31-01-2026 06:19,3554.64,Grocery,37,South,0
1347,23-01-2026 03:52,3800.13,Travel,44,North,0
1348,30-12-2025 03:32,1162.67,Electronics,40,South,0
1349,14-01-2026 22:40,3128.06,Clothing,41,East,1
1350,25-01-2026 23:36,2046.18,Food,56,East,0
1351,30-12-2025 06:41,845.87,Clothing,48,East,0
1352,05-02-2026 21:17,1941.95,Clothing,53,West,0
1353,05-01-2026 10:14,1223.71,Fuel,41,South,0
1354,24-12-2025 00:27,178.64,Clothing,33,South,0
1355,25-01-2026 02:22,544.07,Grocery,21,South,0
1356,07-01-2026 00:21,4899.59,Grocery,32,North,0
1357,23-12-2025 18:21,4890.16,Electronics,27,North,0
1358,26-01-2026 02:58,946.91,Food,68,North,0
1359,31-12-2025 05:47,2516.12,Fuel,42,West,0
1360,15-12-2025 19:32,2212.53,Grocery,39,East,0
1361,25-01-2026 03:08,3732.05,Electronics,32,South,0
1362,01-01-2026 16:10,1943.14,Grocery,18,East,0
1363,24-01-2026 23:52,778.82,Clothing,71,East,0
1364,25-12-2025 23:26,3757.72,Grocery,61,North,0
1365,31-12-2025 09:47,2906.63,Travel,25,North,0
1366,28-01-2026 21:48,3094.08,Grocery,62,North,0
1367,02-02-2026 08:21,3772.13,Fuel,69,South,0
1368,01-01-2026 12:38,443.54,Electronics,47,East,0
1369,25-01-2026 18:14,422.49,Travel,57,North,0
1370,14-01-2026 16:16,1526.94,Grocery,31,North,0
1371,23-01-2026 00:20,4503.05,Electronics,62,East,0
1372,29-01-2026 23:36,1171.78,Travel,18,North,0
1373,17-12-2025 21:37,3902.49,Food,38,East,0
1374,02-02-2026 06:48,2458.81,Clothing,74,East,0
1375,05-01-2026 23:20,4672.85,Clothing,79,South,0
1376,24-01-2026 06:49,1341.04,Electronics,50,North,0
1377,12-01-2026 10:04,1343.6,Travel,40,North,1
1378,05-01-2026 17:11,3102.22,Grocery,75,East,0
1379,31-01-2026 06:40,2745.37,Electronics,67,East,0
1380,09-01-2026 09:05,3727.32,Grocery,28,North,0
1381,17-01-2026 07:16,2496.31,Fuel,31,North,0
1382,23-01-2026 09:36,4890.37,Grocery,64,South,1
1383,30-01-2026 01:52,4389.67,Fuel,56,South,0
1384,16-01-2026 23:36,2365.33,Grocery,67,South,0
1385,17-12-2025 21:40,4207.47,Fuel,55,West,1
1386,11-01-2026 06:13,213.53,Clothing,35,South,0
1387,28-01-2026 18:00,1095.58,Travel,70,East,0
1388,05-01-2026 22:17,3364.99,Fuel,39,South,0
1389,12-01-2026 03:12,665.62,Travel,27,North,0
1390,19-12-2025 01:44,1193.76,Electronics,43,North,1
1391,02-02-2026 10:42,3332.74,Clothing,42,North,0
1392,11-01-2026 21:07,81.62,Clothing,30,East,0
1393,12-01-2026 02:35,4300.83,Electronics,74,North,0
1394,05-02-2026 03:45,96.17,Clothing,30,East,0
1395,04-01-2026 20:23,2735.48,Clothing,45,South,0
1396,15-01-2026 12:58,3075.1,Electronics,26,South,0
1397,07-01-2026 17:44,4893.03,Electronics,40,South,0
1398,30-01-2026 02:36,209.68,Electronics,33,East,0
1399,25-12-2025 11:50,4614.6,Grocery,53,South,0
1400,29-12-2025 01:48,661.07,Travel,33,West,1
1401,25-01-2026 12:19,3744.91,Electronics,73,South,0
1402,07-02-2026 23:34,3309.81,Fuel,65,South,1
1403,23-12-2025 01:21,411.32,Travel,27,West,0
1404,24-01-2026 04:18,112.04,Clothing,75,South,0
1405,18-12-2025 00:40,4992.92,Food,26,East,0
1406,26-01-2026 07:30,4495.12,Travel,58,South,0
1407,11-01-2026 22:08,936.63,Clothing,34,South,0
1408,30-12-2025 14:25,2926.45,Fuel,37,West,0
1409,24-01-2026 15:45,4132.05,Electronics,44,North,0
1410,23-12-2025 17:54,3456.32,Fuel,30,West,0
1411,07-01-2026 11:22,123.75,Travel,72,West,0
1412,15-01-2026 12:22,2046.19,Grocery,32,West,0
1413,26-01-2026 23:40,1746.27,Electronics,31,South,1
1414,11-02-2026 09:36,439.13,Clothing,28,South,0
1415,27-12-2025 12:48,403.5,Electronics,59,West,0
1416,15-01-2026 23:13,2993.16,Fuel,66,South,0
1417,30-12-2025 08:46,4207.81,Travel,53,East,0
1418,01-02-2026 12:16,1991.16,Travel,40,East,0
1419,14-12-2025 06:07,3367.38,Grocery,34,North,0
1420,18-12-2025 23:23,4036.53,Food,24,East,0
1421,08-02-2026 13:55,1514.06,Clothing,46,North,0
1422,19-01-2026 22:36,241.26,Food,56,West,0
1423,04-02-2026 23:16,4568.41,Fuel,78,East,0
1424,27-12-2025 08:12,4753.16,Grocery,27,North,0
1425,14-12-2025 19:42,4331.11,Food,46,North,0
1426,22-12-2025 23:53,238.7,Travel,25,East,0
1427,29-12-2025 22:16,2649.1,Food,72,East,0
1428,19-12-2025 23:34,2605.4,Clothing,20,West,0
1429,24-01-2026 02:33,2975.83,Travel,52,North,0
1430,18-01-2026 18:21,847.07,Electronics,26,West,0
1431,23-12-2025 10:54,352.36,Fuel,18,East,1
1432,29-12-2025 02:52,539.33,Fuel,34,South,1
1433,23-12-2025 23:53,2583.15,Clothing,38,West,0
1434,10-01-2026 06:38,880.27,Clothing,24,West,0
1435,12-02-2026 19:53,231.58,Travel,34,East,0
1436,21-01-2026 13:51,2356.67,Clothing,26,South,0
1437,08-01-2026 22:15,2460.98,Food,30,East,0
1438,11-02-2026 18:52,716.89,Electronics,64,North,1
1439,08-01-2026 09:16,3348.13,Grocery,70,East,0
1440,22-12-2025 00:39,2462.54,Clothing,37,West,0
1441,20-01-2026 17:41,3743.02,Food,34,East,0
1442,27-01-2026 11:56,1253.18,Food,20,South,0
1443,31-12-2025 05:38,2328.17,Travel,71,North,0
1444,02-01-2026 09:33,2001.91,Grocery,50,North,0
1445,16-12-2025 03:59,4412.27,Food,51,West,0
1446,15-01-2026 19:47,2028.73,Fuel,36,West,0
1447,30-12-2025 21:27,173.01,Travel,75,East,0
1448,30-01-2026 04:34,1132.61,Fuel,36,South,0
1449,04-02-2026 20:27,4012.68,Fuel,62,East,0
1450,01-01-2026 03:20,1881.55,Travel,37,South,0
1451,07-01-2026 04:51,506.9,Food,75,West,0
1452,12-02-2026 22:40,3078.88,Travel,53,South,0
1453,09-01-2026 22:45,482.3,Food,47,South,1
1454,16-01-2026 15:46,3385.78,Fuel,63,West,0
1455,21-01-2026 07:27,4988.36,Food,30,South,0
1456,01-01-2026 21:31,4537.39,Grocery,62,East,0
1457,31-01-2026 20:45,569.61,Clothing,20,South,0
1458,24-01-2026 05:01,15.6,Food,79,East,0
1459,03-02-2026 19:47,4814.23,Fuel,68,South,0
1460,08-02-2026 13:25,21.05,Food,65,North,0
1461,19-01-2026 14:36,4840.15,Electronics,44,South,1
1462,05-01-2026 19:41,2116.77,Fuel,78,South,1
1463,25-01-2026 02:54,2056.38,Electronics,61,East,0
1464,21-01-2026 18:20,213.75,Electronics,24,East,1
1465,11-01-2026 18:43,4502.26,Travel,23,East,0
1466,15-12-2025 18:07,1676.44,Fuel,34,West,0
1467,24-12-2025 21:32,2899.57,Travel,24,North,0
1468,10-01-2026 16:01,1708.16,Grocery,58,North,0
1469,09-01-2026 04:45,3860.32,Fuel,65,West,0
1470,12-02-2026 16:03,1119.49,Travel,65,East,0
1471,04-02-2026 06:04,3253.58,Grocery,71,South,0
1472,26-01-2026 19:12,3522.72,Food,64,East,0
1473,08-01-2026 18:37,2059.97,Clothing,52,South,1
1474,12-01-2026 21:10,1597.37,Food,60,West,0
1475,14-01-2026 18:55,1692.02,Travel,61,East,0
1476,04-02-2026 22:53,4127.99,Travel,19,East,0
1477,30-01-2026 11:32,4207.25,Food,53,South,0
1478,21-12-2025 11:35,855.17,Electronics,35,East,0
1479,28-12-2025 16:23,1003.0,Clothing,64,South,1
1480,06-01-2026 16:43,2528.22,Travel,61,West,0
1481,26-01-2026 23:50,3752.28,Clothing,77,West,0
1482,17-01-2026 18:01,1467.47,Grocery,23,South,1
1483,21-12-2025 05:24,3225.74,Travel,46,East,0
